order_id,customer_id,customer_name,email,city,product,quantity,unit_price,order_date,payment_method,status,total_amount,order_year,order_month
ORD002639,C0067,Mariam Mohamed,mariam.mohamed86@yahoo.com,Damanhur,Tablet,1,4070.99,2026-07-12,Cash,Pending,4070.99,2026,7
ORD008654,C0217,Yasmin Hassan,yasmin.hassan27@gmail.com,Luxor,Screen Protector,1,2844.43,2026-06-06,Mobile Wallet,Delivered,2844.43,2026,6
ORD004685,C0495,Heba  Ali,heba.ali31@yahoo.com,Mansoura,Camera,8,3243.61,2026-02-28,Credit Card,Pending,25948.88,2026,2
ORD001211,C0064,Dina Nasser,dina.nasser15@yahoo.com,Mansoura,Power Bank,8,84.21,2026-07-16,Mobile Wallet,Cancelled,673.68,2026,7
ORD005642,C0332,Ali Osman,ali.osman47@gmail.com,Mansoura,Monitor,7,3881.33,2026-07-20,Mobile Wallet,Delivered,27169.309999999998,2026,7
ORD007928,C0337,Sara Abdel,sara.abdel88@gmail.com,Mansoura,Headphones,1,3976.99,2026-08-13,Mobile Wallet,Pending,3976.99,2026,8
ORD001727,C0044,Yasmin Rizk,yasmin.rizk8@yahoo.com,Cairo,Speaker,2,673.97,2026-02-07,Mobile Wallet,Returned,1347.94,2026,2
ORD008346,C0056,Mariam Sayed,mariam.sayed32@gmail.com,Tanta,Monitor,7,592.47,2026-01-25,Credit Card,Pending,4147.29,2026,1
ORD003937,C0153,Hassan Nasser,hassan.nasser64@gmail.com,Alexandria,Camera,1,180.31,2026-08-26,Mobile Wallet,Cancelled,180.31,2026,8
ORD006439,C0358,Mona Nasser,mona.nasser14@gmail.com,Aswan,Keyboard,10,1766.06,2026-04-13,Mobile Wallet,Returned,17660.6,2026,4
ORD006854,C0224,Mahmoud Ahmed,mahmoud.ahmed83@gmail.com,Alexandria,Speaker,4,4358.62,2026-04-05,Cash,Returned,17434.48,2026,4
ORD008144,C0043,Ahmed Hassan,ahmed.hassan22@gmail.com,Fayoum,Cable,4,995.43,2026-07-15,Cash,Cancelled,3981.72,2026,7
ORD004953,C0486,Salma Farouk,salma.farouk59@yahoo.com,Hurghada,Charger,4,3159.24,2026-04-16,Credit Card,Cancelled,12636.96,2026,4
ORD007177,C0050,Salma Hassan,unknown@example.com,Damanhur,Smartphone,3,186.1,2026-02-18,Cash,Delivered,558.3,2026,2
ORD003461,C0155,Nour Salem,nour.salem76@gmail.com,Aswan,Power Bank,2,3706.02,2026-06-03,Cash,Delivered,7412.04,2026,6
ORD008934,C0299,Dina  Hassan,dina.hassan31@gmail.com,Alexandria,Case,7,297.92,2026-01-02,Cash,Pending,2085.44,2026,1
ORD000618,C0056,Mariam Sayed,mariam.sayed32@gmail.com,Tanta,Tablet,9,3855.1,2026-02-25,Mobile Wallet,Delivered,34695.9,2026,2
ORD006078,C0057,Amr Rizk,amr.rizk91@gmail.com,Zagazig,Cable,8,3267.02,2026-04-08,Credit Card,Delivered,26136.16,2026,4
ORD006379,C0051,Nour Farouk,nour.farouk6@gmail.com,Suez,Headphones,5,112.26,2026-05-05,Mobile Wallet,Pending,561.3000000000001,2026,5
ORD007725,C0191,Dina  Osman,dina.osman59@gmail.com,Luxor,Headphones,4,4361.81,2026-05-20,Cash,Cancelled,17447.24,2026,5
ORD003306,C0304,Mariam Hassan,mariam.hassan70@gmail.com,Fayoum,Keyboard,4,4636.5,2026-05-28,Credit Card,Delivered,18546.0,2026,5
ORD000767,C0415,Ahmed Osman,ahmed.osman75@yahoo.com,Suez,Cable,10,183.15,2026-08-17,Mobile Wallet,Cancelled,1831.5,2026,8
ORD006502,C0104,Heba Ibrahim,heba.ibrahim44@gmail.com,Suez,Cable,4,4277.85,2026-07-19,Mobile Wallet,Pending,17111.4,2026,7
ORD009981,C0140,Fatma Rizk,fatma.rizk52@gmail.com,Damanhur,Screen Protector,5,2953.69,2026-01-31,Mobile Wallet,Cancelled,14768.45,2026,1
ORD005502,C0060,Hassan Ahmed,unknown@example.com,Luxor,Smartphone,8,4851.49,2026-06-23,Mobile Wallet,Pending,38811.92,2026,6
ORD002073,C0252,Ali Ali,ali.ali69@gmail.com,Fayoum,Laptop,5,3175.97,2026-03-28,Mobile Wallet,Cancelled,15879.849999999999,2026,3
ORD001145,C0141,Mohamed Ali,mohamed.ali73@gmail.com,Giza,Screen Protector,10,2417.5,2026-08-01,Cash,Returned,24175.0,2026,8
ORD002311,C0272,Amr Nasser,amr.nasser79@yahoo.com,Port Said,Mouse,9,4968.47,2026-06-06,Mobile Wallet,Pending,44716.23,2026,6
ORD004506,C0349,Salma  Ali,salma.ali92@gmail.com,Sharm El Sheikh,Headphones,10,2698.4,2026-02-14,Cash,Delivered,26984.0,2026,2
ORD000463,C0188,Heba Sayed,heba.sayed19@yahoo.com,Aswan,Keyboard,4,1637.65,2026-06-02,Mobile Wallet,Delivered,6550.6,2026,6
ORD005596,C0136,Ali Ahmed,ali.ahmed91@gmail.com,Hurghada,Smartphone,6,2993.44,2026-07-20,Cash,Cancelled,17960.64,2026,7
ORD006482,C0417,Heba  Ibrahim,heba.ibrahim53@yahoo.com,Mansoura,Monitor,9,2104.06,2026-03-29,Credit Card,Returned,18936.54,2026,3
ORD008671,C0454,Dina Ali,dina.ali9@gmail.com,Cairo,Tablet,7,3015.3,2026-06-18,Cash,Cancelled,21107.100000000002,2026,6
ORD006931,C0210,Mariam Salem,mariam.salem54@gmail.com,Mansoura,Speaker,5,3561.12,2026-06-04,Cash,Cancelled,17805.6,2026,6
ORD004396,C0463,Mohamed Salem,mohamed.salem90@yahoo.com,Fayoum,Screen Protector,4,3416.41,2026-08-23,Mobile Wallet,Delivered,13665.64,2026,8
ORD006316,C0465,Mahmoud Sayed,mahmoud.sayed30@yahoo.com,Damanhur,Monitor,6,4234.04,2026-07-24,Cash,Delivered,25404.239999999998,2026,7
ORD007048,C0143,Mahmoud Saeed,mahmoud.saeed57@yahoo.com,Suez,Case,3,2509.19,2026-07-01,Credit Card,Pending,7527.57,2026,7
ORD003545,C0338,Rana Salem,rana.salem24@gmail.com,Mansoura,Cable,9,4516.81,2026-03-22,Cash,Cancelled,40651.29,2026,3
ORD009077,C0460,Mariam Ahmed,mariam.ahmed11@gmail.com,Suez,Keyboard,2,1298.11,2026-03-03,Mobile Wallet,Returned,2596.22,2026,3
ORD006104,C0364,Mahmoud Ibrahim,mahmoud.ibrahim5@yahoo.com,Sharm El Sheikh,Power Bank,9,2214.95,2026-03-06,Cash,Returned,19934.55,2026,3
ORD007372,C0434,Mona Rizk,mona.rizk60@gmail.com,Damanhur,Keyboard,4,1458.02,2026-08-16,Credit Card,Cancelled,5832.08,2026,8
ORD000829,C0068,Dina Farouk,unknown@example.com,Tanta,Power Bank,9,253.57,2026-02-15,Credit Card,Pending,2282.13,2026,2
ORD006757,C0106,Ahmed Sayed,ahmed.sayed76@gmail.com,Cairo,Charger,2,94.92,2026-07-01,Mobile Wallet,Returned,189.84,2026,7
ORD004190,C0407,Dina Osman,dina.osman61@gmail.com,Luxor,Monitor,8,2306.61,2026-07-11,Cash,Delivered,18452.88,2026,7
ORD001673,C0034,Ahmed Hassan,ahmed.hassan30@yahoo.com,Cairo,Headphones,9,780.19,2026-03-10,Cash,Pending,7021.710000000001,2026,3
ORD002693,C0062,Sara Salem,sara.salem36@yahoo.com,Sharm El Sheikh,Speaker,1,1702.13,2026-06-21,Cash,Returned,1702.13,2026,6
ORD001689,C0473,Khaled  Ibrahim,khaled.ibrahim58@gmail.com,Port Said,Smartphone,9,3308.74,2026-02-17,Credit Card,Pending,29778.659999999996,2026,2
ORD002849,C0054,Amr Mostafa,amr.mostafa2@gmail.com,Damanhur,Screen Protector,9,1765.73,2026-03-17,Credit Card,Returned,15891.57,2026,3
ORD005982,C0403,Ahmed  Ahmed,ahmed.ahmed89@yahoo.com,Mansoura,Power Bank,9,1790.6,2026-06-16,Credit Card,Returned,16115.4,2026,6
ORD004830,C0143,Mahmoud Saeed,mahmoud.saeed57@yahoo.com,Suez,Mouse,4,136.37,2026-07-20,Credit Card,Delivered,545.48,2026,7
ORD004881,C0395,Mona Abdel,unknown@example.com,Mansoura,Smart Watch,8,3192.68,2026-01-09,Mobile Wallet,Returned,25541.44,2026,1
ORD008745,C0254,Dina Ibrahim,dina.ibrahim10@gmail.com,Damanhur,Camera,9,4715.05,2026-04-21,Mobile Wallet,Delivered,42435.450000000004,2026,4
ORD006898,C0203,Rana Mostafa,rana.mostafa51@yahoo.com,Zagazig,Tablet,6,3943.83,2026-08-15,Mobile Wallet,Cancelled,23662.98,2026,8
ORD008747,C0242,Tarek Hassan,unknown@example.com,Cairo,Case,3,4982.14,2026-03-16,Mobile Wallet,Cancelled,14946.420000000002,2026,3
ORD008192,C0091,Amr Ibrahim,amr.ibrahim32@gmail.com,Mansoura,Headphones,9,1505.48,2026-04-23,Credit Card,Delivered,13549.32,2026,4
ORD001714,C0239,Dina Rizk,dina.rizk99@gmail.com,Damanhur,Case,2,1764.12,2026-07-07,Cash,Returned,3528.24,2026,7
ORD000021,C0444,Mona  Ahmed,mona.ahmed66@gmail.com,Ismailia,Keyboard,1,2448.81,2026-02-19,Credit Card,Returned,2448.81,2026,2
ORD006780,C0473,Khaled  Ibrahim,khaled.ibrahim58@gmail.com,Port Said,Charger,3,3838.84,2026-06-02,Credit Card,Returned,11516.52,2026,6
ORD009236,C0415,Ahmed Osman,ahmed.osman75@yahoo.com,Suez,Power Bank,9,1876.43,2026-05-19,Mobile Wallet,Cancelled,16887.87,2026,5
ORD007846,C0050,Salma Hassan,salma.hassan52@yahoo.com,Damanhur,Mouse,8,744.46,2026-02-03,Credit Card,Returned,5955.68,2026,2
ORD004849,C0310,Sara Osman,sara.osman5@yahoo.com,Alexandria,Monitor,9,3813.16,2026-05-30,Mobile Wallet,Cancelled,34318.44,2026,5
ORD001965,C0388,Fatma  Saeed,fatma.saeed92@gmail.com,Mansoura,Speaker,4,1448.68,2026-02-04,Credit Card,Pending,5794.72,2026,2
ORD006160,C0161,Fatma Kamal,fatma.kamal66@gmail.com,Cairo,Monitor,4,1602.23,2026-07-13,Cash,Cancelled,6408.92,2026,7
ORD007356,C0077,Yasmin Ahmed,yasmin.ahmed91@gmail.com,Zagazig,Screen Protector,7,2092.32,2026-03-15,Credit Card,Delivered,14646.240000000002,2026,3
ORD001296,C0349,Salma  Ali,salma.ali92@gmail.com,Sharm El Sheikh,Power Bank,8,2793.07,2026-08-01,Credit Card,Cancelled,22344.56,2026,8
ORD004523,C0301,Salma Nasser,salma.nasser81@gmail.com,Aswan,Headphones,5,2685.84,2026-05-27,Cash,Delivered,13429.2,2026,5
ORD000592,C0373,Mohamed Farouk,mohamed.farouk25@yahoo.com,Sharm El Sheikh,Case,10,1339.19,2026-06-11,Credit Card,Pending,13391.900000000001,2026,6
ORD001407,C0065,Rana  Ibrahim,rana.ibrahim75@gmail.com,Ismailia,Keyboard,3,3777.52,2026-08-16,Credit Card,Returned,11332.56,2026,8
ORD000222,C0033,Sara Mostafa,sara.mostafa76@gmail.com,Luxor,Smart Watch,6,111.18,2026-08-11,Mobile Wallet,Pending,667.08,2026,8
ORD008386,C0121,Amr Osman,amr.osman56@yahoo.com,Zagazig,Charger,3,1090.63,2026-05-22,Cash,Cancelled,3271.8900000000003,2026,5
ORD005852,C0408,Nour Salem,nour.salem11@gmail.com,Zagazig,Tablet,2,2820.74,2026-01-07,Cash,Delivered,5641.48,2026,1
ORD007559,C0447,Omar  Ibrahim,omar.ibrahim71@gmail.com,Damanhur,Smartphone,9,1621.45,2026-07-27,Cash,Delivered,14593.050000000001,2026,7
ORD009029,C0148,Mona  Osman,mona.osman90@gmail.com,Alexandria,Headphones,1,4559.54,2026-01-29,Cash,Pending,4559.54,2026,1
ORD000859,C0262,Sara Ali,sara.ali60@gmail.com,Damanhur,Mouse,7,517.7,2026-06-19,Mobile Wallet,Cancelled,3623.9000000000005,2026,6
ORD002031,C0320,Salma  Saeed,salma.saeed82@gmail.com,Alexandria,Smart Watch,7,4587.98,2026-01-29,Mobile Wallet,Pending,32115.859999999997,2026,1
ORD006462,C0231,Tarek Saeed,tarek.saeed41@gmail.com,Aswan,Headphones,9,2557.02,2026-03-23,Credit Card,Returned,23013.18,2026,3
ORD004845,C0366,Omar Mostafa,omar.mostafa41@yahoo.com,Hurghada,Monitor,3,4129.4,2026-07-05,Mobile Wallet,Delivered,12388.199999999999,2026,7
ORD000842,C0146,Nour Ali,nour.ali10@yahoo.com,Suez,Charger,2,2001.14,2026-06-01,Cash,Cancelled,4002.28,2026,6
ORD001732,C0217,Yasmin Hassan,yasmin.hassan27@gmail.com,Luxor,Mouse,1,2500.74,2026-07-11,Credit Card,Delivered,2500.74,2026,7
ORD009433,C0382,Mona Hassan,mona.hassan87@gmail.com,Suez,Headphones,8,3558.87,2026-06-29,Mobile Wallet,Delivered,28470.96,2026,6
ORD002517,C0258,Mahmoud Hassan,mahmoud.hassan40@gmail.com,Luxor,Headphones,2,452.01,2026-02-19,Mobile Wallet,Cancelled,904.02,2026,2
ORD008971,C0104,Heba Ibrahim,heba.ibrahim44@gmail.com,Suez,Camera,8,4514.95,2026-07-11,Cash,Pending,36119.6,2026,7
ORD007563,C0499,Salma Salem,salma.salem14@gmail.com,Port Said,Power Bank,2,2325.43,2026-06-18,Cash,Cancelled,4650.86,2026,6
ORD001656,C0362,Omar Hassan,omar.hassan48@gmail.com,Sharm El Sheikh,Monitor,6,1593.22,2026-05-14,Credit Card,Delivered,9559.32,2026,5
ORD000995,C0097,Nour  Ahmed,nour.ahmed41@gmail.com,Giza,Charger,8,3489.17,2026-04-30,Mobile Wallet,Cancelled,27913.36,2026,4
ORD005400,C0155,Nour Salem,nour.salem76@gmail.com,Aswan,Speaker,9,2182.42,2026-07-04,Mobile Wallet,Delivered,19641.78,2026,7
ORD000731,C0067,Mariam Mohamed,mariam.mohamed86@yahoo.com,Damanhur,Smartphone,7,3469.55,2026-07-20,Cash,Delivered,24286.850000000002,2026,7
ORD001555,C0477,Tarek  Mostafa,tarek.mostafa14@yahoo.com,Hurghada,Tablet,10,176.4,2026-06-05,Cash,Cancelled,1764.0,2026,6
ORD009986,C0083,Mona Ahmed,mona.ahmed56@gmail.com,Sharm El Sheikh,Charger,8,4641.08,2026-08-25,Cash,Returned,37128.64,2026,8
ORD008876,C0041,Dina  Ali,dina.ali60@yahoo.com,Alexandria,Smart Watch,2,1367.37,2026-02-17,Credit Card,Cancelled,2734.74,2026,2
ORD009485,C0302,Omar Ahmed,omar.ahmed1@gmail.com,Aswan,Speaker,2,3442.9,2026-02-06,Cash,Delivered,6885.8,2026,2
ORD006350,C0183,Nour  Salem,nour.salem30@gmail.com,Ismailia,Keyboard,5,1687.58,2026-08-15,Cash,Pending,8437.9,2026,8
ORD006068,C0410,Mahmoud Mohamed,mahmoud.mohamed69@yahoo.com,Sharm El Sheikh,Smart Watch,1,2500.74,2026-03-07,Credit Card,Returned,2500.74,2026,3
ORD001767,C0453,Mohamed Rizk,mohamed.rizk86@yahoo.com,Cairo,Cable,9,648.86,2026-07-18,Mobile Wallet,Delivered,5839.74,2026,7
ORD004329,C0178,Mahmoud  Farouk,mahmoud.farouk13@gmail.com,Ismailia,Screen Protector,10,3715.4,2026-08-04,Mobile Wallet,Delivered,37154.0,2026,8
ORD005333,C0003,Yasmin Mohamed,yasmin.mohamed78@yahoo.com,Luxor,Laptop,8,2823.57,2026-08-16,Cash,Pending,22588.56,2026,8
ORD003048,C0041,Dina  Ali,dina.ali60@yahoo.com,Alexandria,Case,10,4926.2,2026-02-17,Cash,Returned,49262.0,2026,2
ORD006154,C0331,Mariam Osman,unknown@example.com,Hurghada,Monitor,8,4429.31,2026-03-14,Credit Card,Cancelled,35434.48,2026,3
ORD000466,C0058,Ahmed Salem,ahmed.salem39@gmail.com,Giza,Cable,1,1253.09,2026-06-08,Cash,Cancelled,1253.09,2026,6
ORD004330,C0192,Tarek Rizk,tarek.rizk14@yahoo.com,Damanhur,Screen Protector,4,329.57,2026-03-12,Credit Card,Delivered,1318.28,2026,3
ORD007035,C0168,Heba  Sayed,heba.sayed66@gmail.com,Suez,Cable,6,210.92,2026-03-31,Credit Card,Pending,1265.52,2026,3
ORD008257,C0180,Omar Hassan,omar.hassan34@gmail.com,Suez,Monitor,9,2307.71,2026-05-03,Mobile Wallet,Delivered,20769.39,2026,5
ORD004416,C0376,Mahmoud Mohamed,unknown@example.com,Fayoum,Headphones,6,1597.72,2026-08-19,Cash,Delivered,9586.32,2026,8
ORD004723,C0006,Khaled Hassan,khaled.hassan49@yahoo.com,Sharm El Sheikh,Screen Protector,7,1925.83,2026-06-01,Mobile Wallet,Pending,13480.81,2026,6
ORD000158,C0144,Mona Farouk,mona.farouk8@gmail.com,Giza,Screen Protector,8,4298.26,2026-06-25,Cash,Pending,34386.08,2026,6
ORD005958,C0108,Mohamed Ahmed,mohamed.ahmed42@yahoo.com,Sharm El Sheikh,Mouse,3,1610.25,2026-08-13,Mobile Wallet,Pending,4830.75,2026,8
ORD008871,C0172,Hassan Rizk,hassan.rizk37@gmail.com,Damanhur,Mouse,10,1481.05,2026-04-25,Mobile Wallet,Returned,14810.5,2026,4
ORD003405,C0197,Omar Salem,omar.salem81@gmail.com,Hurghada,Screen Protector,1,580.0,2026-01-23,Credit Card,Pending,580.0,2026,1
ORD000186,C0444,Mona  Ahmed,mona.ahmed66@gmail.com,Ismailia,Charger,10,2922.55,2026-06-08,Cash,Returned,29225.5,2026,6
ORD001003,C0102,Mona Kamal,mona.kamal54@gmail.com,Zagazig,Headphones,5,912.03,2026-08-15,Credit Card,Pending,4560.15,2026,8
ORD003144,C0335,Omar Farouk,omar.farouk9@gmail.com,Fayoum,Keyboard,10,3639.38,2026-02-10,Cash,Cancelled,36393.8,2026,2
ORD006554,C0392,Nour Nasser,nour.nasser23@gmail.com,Tanta,Smartphone,5,2500.74,2026-07-14,Credit Card,Cancelled,12503.699999999999,2026,7
ORD000401,C0146,Nour Ali,nour.ali10@yahoo.com,Suez,Charger,9,4053.6,2026-04-16,Cash,Delivered,36482.4,2026,4
ORD008865,C0083,Mona Ahmed,mona.ahmed56@gmail.com,Sharm El Sheikh,Speaker,2,610.12,2026-05-20,Credit Card,Returned,1220.24,2026,5
ORD002856,C0455,Yasmin Nasser,yasmin.nasser48@yahoo.com,Fayoum,Cable,5,75.03,2026-01-23,Credit Card,Pending,375.15,2026,1
ORD006256,C0442,Nour Osman,nour.osman91@yahoo.com,Aswan,Headphones,3,343.63,2026-08-23,Credit Card,Pending,1030.8899999999999,2026,8
ORD005825,C0175,Yasmin Osman,yasmin.osman74@gmail.com,Suez,Cable,5,3975.58,2026-06-09,Mobile Wallet,Pending,19877.9,2026,6
ORD003383,C0499,Salma Salem,salma.salem14@gmail.com,Port Said,Laptop,4,3197.81,2026-07-26,Mobile Wallet,Delivered,12791.24,2026,7
ORD007636,C0307,Nour Osman,nour.osman99@gmail.com,Sharm El Sheikh,Power Bank,8,3143.41,2026-05-25,Credit Card,Pending,25147.28,2026,5
ORD005156,C0443,Rana  Mostafa,rana.mostafa49@gmail.com,Port Said,Screen Protector,7,3117.38,2026-05-09,Mobile Wallet,Returned,21821.66,2026,5
ORD003384,C0036,Yasmin Nasser,yasmin.nasser93@gmail.com,Damanhur,Keyboard,4,1653.51,2026-03-03,Credit Card,Returned,6614.04,2026,3
ORD004030,C0497,Youssef Saeed,youssef.saeed65@gmail.com,Suez,Mouse,8,4253.21,2026-04-05,Credit Card,Returned,34025.68,2026,4
ORD002250,C0060,Hassan Ahmed,hassan.ahmed27@gmail.com,Luxor,Camera,7,1943.73,2026-03-18,Credit Card,Delivered,13606.11,2026,3
ORD006652,C0468,Ahmed Mohamed,ahmed.mohamed19@gmail.com,Suez,Smartphone,8,2773.24,2026-01-04,Credit Card,Delivered,22185.92,2026,1
ORD001251,C0001,Fatma  Ibrahim,fatma.ibrahim32@yahoo.com,Giza,Charger,6,3181.78,2026-04-05,Credit Card,Delivered,19090.68,2026,4
ORD002214,C0476,Sara Ahmed,sara.ahmed49@gmail.com,Mansoura,Speaker,6,4211.8,2026-02-08,Cash,Cancelled,25270.800000000003,2026,2
ORD005418,C0091,Amr Ibrahim,amr.ibrahim32@gmail.com,Mansoura,Smartphone,6,4110.23,2026-06-25,Credit Card,Returned,24661.379999999997,2026,6
ORD000060,C0188,Heba Sayed,heba.sayed19@yahoo.com,Aswan,Speaker,3,3825.49,2026-07-17,Cash,Delivered,11476.47,2026,7
ORD009896,C0152,Mona Abdel,mona.abdel60@gmail.com,Suez,Headphones,7,386.92,2026-06-30,Cash,Delivered,2708.44,2026,6
ORD001114,C0462,Mohamed Hassan,mohamed.hassan49@gmail.com,Fayoum,Screen Protector,7,2231.62,2026-08-22,Mobile Wallet,Delivered,15621.34,2026,8
ORD003298,C0091,Amr Ibrahim,amr.ibrahim32@gmail.com,Mansoura,Speaker,2,1919.67,2026-03-07,Credit Card,Delivered,3839.34,2026,3
ORD003096,C0196,Salma  Kamal,salma.kamal29@gmail.com,Aswan,Case,10,4798.35,2026-02-09,Mobile Wallet,Delivered,47983.5,2026,2
ORD009095,C0283,Omar Ali,omar.ali89@gmail.com,Tanta,Smart Watch,1,2500.74,2026-01-20,Mobile Wallet,Cancelled,2500.74,2026,1
ORD001329,C0059,Omar Ahmed,omar.ahmed14@gmail.com,Mansoura,Smart Watch,8,239.5,2026-02-09,Credit Card,Pending,1916.0,2026,2
ORD004650,C0119,Rana  Saeed,rana.saeed9@gmail.com,Sharm El Sheikh,Case,6,4110.35,2026-07-12,Cash,Delivered,24662.100000000002,2026,7
ORD006955,C0028,Youssef Hassan,youssef.hassan94@gmail.com,Alexandria,Speaker,8,459.65,2026-03-13,Cash,Delivered,3677.2,2026,3
ORD006691,C0436,Hassan  Mohamed,hassan.mohamed83@yahoo.com,Ismailia,Screen Protector,9,3177.01,2026-02-24,Cash,Cancelled,28593.090000000004,2026,2
ORD009595,C0309,Amr Osman,amr.osman81@yahoo.com,Mansoura,Tablet,10,3781.7,2026-08-10,Mobile Wallet,Pending,37817.0,2026,8
ORD004305,C0293,Amr  Sayed,amr.sayed4@gmail.com,Suez,Headphones,2,3037.36,2026-04-21,Cash,Delivered,6074.72,2026,4
ORD005699,C0240,Ahmed  Farouk,ahmed.farouk4@yahoo.com,Hurghada,Headphones,4,2455.55,2026-05-23,Credit Card,Delivered,9822.2,2026,5
ORD007869,C0451,Amr  Ali,amr.ali22@yahoo.com,Zagazig,Cable,2,581.21,2026-07-17,Credit Card,Delivered,1162.42,2026,7
ORD003015,C0001,Fatma  Ibrahim,fatma.ibrahim32@yahoo.com,Giza,Smart Watch,6,4271.68,2026-06-26,Mobile Wallet,Pending,25630.08,2026,6
ORD001551,C0122,Hassan Farouk,hassan.farouk62@gmail.com,Aswan,Headphones,6,2873.31,2026-08-01,Mobile Wallet,Returned,17239.86,2026,8
ORD001010,C0326,Tarek  Mostafa,tarek.mostafa32@gmail.com,Cairo,Headphones,1,3827.26,2026-05-31,Cash,Cancelled,3827.26,2026,5
ORD001955,C0275,Mona Ahmed,mona.ahmed20@gmail.com,Damanhur,Headphones,6,529.98,2026-06-24,Cash,Cancelled,3179.88,2026,6
ORD004451,C0465,Mahmoud Sayed,mahmoud.sayed30@yahoo.com,Damanhur,Smartphone,6,180.27,2026-07-14,Cash,Cancelled,1081.6200000000001,2026,7
ORD006238,C0434,Mona Rizk,mona.rizk60@gmail.com,Damanhur,Cable,9,4543.49,2026-02-03,Cash,Cancelled,40891.409999999996,2026,2
ORD001613,C0336,Mahmoud Saeed,mahmoud.saeed74@yahoo.com,Sharm El Sheikh,Laptop,9,1091.79,2026-05-18,Cash,Pending,9826.11,2026,5
ORD003965,C0445,Fatma Kamal,fatma.kamal98@gmail.com,Luxor,Camera,3,961.74,2026-02-15,Cash,Cancelled,2885.2200000000003,2026,2
ORD002863,C0117,Sara Farouk,sara.farouk14@gmail.com,Hurghada,Screen Protector,8,313.54,2026-05-26,Cash,Pending,2508.32,2026,5
ORD008199,C0276,Omar  Sayed,omar.sayed40@gmail.com,Suez,Power Bank,6,827.5,2026-02-21,Credit Card,Returned,4965.0,2026,2
ORD006560,C0495,Heba  Ali,heba.ali31@yahoo.com,Mansoura,Laptop,6,3808.26,2026-05-03,Mobile Wallet,Pending,22849.56,2026,5
ORD000649,C0255,Dina Farouk,dina.farouk91@gmail.com,Hurghada,Tablet,3,3367.21,2026-01-12,Cash,Cancelled,10101.630000000001,2026,1
ORD001196,C0326,Tarek  Mostafa,tarek.mostafa32@gmail.com,Cairo,Screen Protector,2,4739.9,2026-04-15,Credit Card,Delivered,9479.8,2026,4
ORD009233,C0267,Sara Salem,sara.salem79@gmail.com,Port Said,Case,7,4534.86,2026-08-19,Credit Card,Pending,31744.019999999997,2026,8
ORD000880,C0148,Mona  Osman,mona.osman90@gmail.com,Alexandria,Cable,4,2372.74,2026-04-23,Cash,Pending,9490.96,2026,4
ORD005847,C0360,Youssef Nasser,youssef.nasser47@gmail.com,Alexandria,Smart Watch,7,3110.44,2026-05-09,Mobile Wallet,Returned,21773.08,2026,5
ORD006861,C0290,Rana Sayed,rana.sayed92@gmail.com,Mansoura,Laptop,9,1891.3,2026-02-25,Cash,Returned,17021.7,2026,2
ORD003791,C0224,Mahmoud Ahmed,mahmoud.ahmed83@gmail.com,Alexandria,Camera,10,3130.56,2026-02-21,Mobile Wallet,Pending,31305.6,2026,2
ORD003058,C0157,Hassan Ali,hassan.ali56@gmail.com,Fayoum,Smart Watch,9,3343.64,2026-04-22,Credit Card,Returned,30092.76,2026,4
ORD004962,C0454,Dina Ali,dina.ali9@gmail.com,Cairo,Power Bank,7,4034.96,2026-08-22,Cash,Pending,28244.72,2026,8
ORD004124,C0065,Rana  Ibrahim,rana.ibrahim75@gmail.com,Ismailia,Monitor,9,3582.35,2026-01-27,Credit Card,Pending,32241.149999999998,2026,1
ORD000551,C0294,Mahmoud Mostafa,mahmoud.mostafa50@gmail.com,Port Said,Headphones,3,402.65,2026-06-06,Credit Card,Returned,1207.9499999999998,2026,6
ORD009917,C0180,Omar Hassan,omar.hassan34@gmail.com,Suez,Headphones,10,2225.36,2026-04-03,Cash,Pending,22253.600000000002,2026,4
ORD005020,C0362,Omar Hassan,omar.hassan48@gmail.com,Sharm El Sheikh,Case,10,2380.89,2026-08-03,Mobile Wallet,Returned,23808.899999999998,2026,8
ORD000884,C0342,Hassan  Ali,hassan.ali79@gmail.com,Fayoum,Monitor,3,907.79,2026-02-10,Mobile Wallet,Returned,2723.37,2026,2
ORD002459,C0203,Rana Mostafa,rana.mostafa51@yahoo.com,Zagazig,Cable,4,4043.19,2026-07-26,Cash,Delivered,16172.76,2026,7
ORD006139,C0114,Hassan  Kamal,hassan.kamal22@gmail.com,Giza,Monitor,2,3458.85,2026-01-29,Cash,Returned,6917.7,2026,1
ORD004421,C0061,Hassan Nasser,hassan.nasser33@gmail.com,Alexandria,Charger,9,2157.69,2026-01-17,Credit Card,Returned,19419.21,2026,1
ORD000212,C0026,Rana Kamal,rana.kamal1@gmail.com,Fayoum,Smartphone,3,4377.0,2026-08-07,Credit Card,Cancelled,13131.0,2026,8
ORD002743,C0421,Ahmed Kamal,ahmed.kamal39@gmail.com,Zagazig,Screen Protector,4,2500.74,2026-01-28,Cash,Pending,10002.96,2026,1
ORD002933,C0258,Mahmoud Hassan,mahmoud.hassan40@gmail.com,Luxor,Mouse,4,2700.88,2026-03-27,Mobile Wallet,Delivered,10803.52,2026,3
ORD005390,C0106,Ahmed Sayed,ahmed.sayed76@gmail.com,Cairo,Camera,7,1177.87,2026-06-04,Credit Card,Cancelled,8245.09,2026,6
