order_id,customer_id,customer_name,email,city,product,quantity,unit_price,order_date,payment_method,status
ORD001666,C0312,Tarek Rizk,tarek.rizk61@yahoo.com,  Tanta,Charger,8,2476.99,2026-05-02,Mobile Wallet,Delivered
ORD001417,C0488,amr mostafa,amr.mostafa84@gmail.com,MANSOURA,Screen Protector,10,3259.5,2026-02-07,Credit Card,Delivered
ORD006973,C0393,mohamed rizk,,HURGHADA,Keyboard,10,3547.74,2026-01-01,Credit Card,Pending
ORD003750,C0026,Rana Kamal,rana.kamal1@gmail.com,FAYOUM,Camera,9,2180.4,2026-02-04,Credit Card,Cancelled
ORD008845,C0466,Heba Ahmed,heba.ahmed10@gmail.com,Hurghada,Mouse,6,2365.48,2026-07-03,Cash,Pending
ORD007790,C0390, Heba Salem,heba.salem97@gmail.com,sharm el sheikh,Case,N/A,1438.21,2026-04-16,Credit Card,Pending
ORD005258,C0178,Mahmoud  Farouk ,mahmoud.farouk13@gmail.com,ismailia,Case,3,1822.62,2026-08-09,Mobile Wallet,Returned
ORD000430,C0249,Mahmoud  Salem ,mahmoud.salem6@yahoo.com,ALEXANDRIA,Headphones,2,207.49,2026-06-14,Credit Card,Returned
ORD005466,C0293,Amr  Sayed ,amr.sayed4@gmail.com,Suez,Charger,1,2461.2,2026-02-06,Mobile Wallet,Cancelled
ORD009010,C0116,youssef salem,youssef.salem51@gmail.com,Luxor,Tablet,5,3452.77,2026-06-19,Mobile Wallet,Cancelled
ORD000386,C0339,Dina Nasser,, Hurghada ,Smart Watch,2,1092.33,2026-04-12,Cash,Delivered
ORD001946,C0428,Nour Rizk,nour.rizk41@gmail.com,sharm el sheikh,Tablet,1,3264.56,2026-05-07,Mobile Wallet,Delivered
ORD004388,C0270,omar ibrahim,omar.ibrahim14@gmail.com, Sharm El Sheikh ,Screen Protector,10,3258.94,2026-08-16,Mobile Wallet,Delivered
ORD000474,C0119,Rana  Saeed ,rana.saeed9@gmail.com, Sharm El Sheikh ,Mouse,9,4884.23,2026-01-26,Credit Card,Returned
ORD002287,C0027,Ahmed  Hassan ,ahmed.hassan40@yahoo.com,Aswan,Laptop,8,928.99,2026-02-04,Credit Card,Cancelled
ORD008019,C0269, Youssef Salem,youssef.salem42@gmail.com,  Fayoum,Cable,2,270.14,2026-04-08,Cash,Returned
ORD005036,C0109,khaled kamal,khaled.kamal36@gmail.com, Suez ,Speaker,8,3753.43,2026-08-14,Mobile Wallet,Cancelled
ORD006827,C0476, Sara Ahmed,sara.ahmed49@gmail.com,  Mansoura,Speaker,10,4171.4,2026-05-01,Credit Card,Cancelled
ORD007676,C0002,Rana Hassan,rana.hassan55@yahoo.com,giza,Keyboard,1,1278.5,2026-01-23,Credit Card,Returned
ORD001056,C0344,Youssef Ibrahim,youssef.ibrahim11@yahoo.com, Damanhur ,Cable,8,2449.56,2026-01-18,Cash,Pending
ORD003498,C0484,sara ali,sara.ali36@gmail.com,fayoum,Charger,3,2436.62,2026-01-28,Cash,Returned
ORD002971,C0465,Mahmoud Sayed,mahmoud.sayed30@yahoo.com,DAMANHUR,Screen Protector,2,3307.17,2026-05-27,Mobile Wallet,Returned
ORD003334,C0356, Mahmoud Abdel,mahmoud.abdel28@gmail.com,alexandria,Charger,3,327.65,2026-08-27,Cash,Delivered
ORD006058,C0462,mohamed hassan,mohamed.hassan49@gmail.com,Fayoum,Power Bank,5,412.22,2026-08-22,Cash,Returned
ORD000812,C0434, Mona Rizk,mona.rizk60@gmail.com,damanhur,Camera,7,3973.58,2026-03-23,Credit Card,Returned
ORD007300,C0056,Mariam Sayed,mariam.sayed32@gmail.com,Tanta,Power Bank,5,1938.3,2026-03-01,Mobile Wallet,Delivered
ORD004195,C0179,fatma nasser,fatma.nasser2@gmail.com,SUEZ,Cable,8,4251.39,2026-06-27,Mobile Wallet,Returned
ORD005289,C0401, Khaled Sayed,khaled.sayed1@yahoo.com,Aswan,Keyboard,6,1731.94,2026-06-11,Credit Card,Returned
ORD004673,C0095, Amr Ahmed,amr.ahmed82@yahoo.com,zagazig,Monitor,3,2731.43,2026-08-22,Credit Card,Delivered
ORD006486,C0122,Hassan Farouk,hassan.farouk62@gmail.com,  Aswan,Charger,1,1085.61,2026-01-04,Credit Card,Returned
ORD000112,C0392,Nour Nasser,nour.nasser23@gmail.com,TANTA,Headphones,10,4240.2,2026-07-24,Credit Card,Cancelled
ORD009089,C0363, Rana Mostafa,rana.mostafa26@gmail.com,suez,Smartphone,1,4205.42,2026-07-30,Cash,Returned
ORD001746,C0346,Heba Sayed,heba.sayed38@gmail.com, Hurghada ,Monitor,1,821.71,2026-05-30,Cash,Cancelled
ORD002274,C0413,omar nasser,omar.nasser59@gmail.com,damanhur,Camera,4,1169.68,2026-01-06,Credit Card,Returned
ORD001453,C0300,Nour Saeed,nour.saeed59@yahoo.com, Fayoum ,Power Bank,2,1489.47,2026-01-09,Credit Card,Cancelled
ORD002150,C0080,mona salem,mona.salem42@gmail.com,HURGHADA,Screen Protector,4,3595.2,2026-08-17,Mobile Wallet,Delivered
ORD000320,C0485,Sara  Mostafa ,sara.mostafa32@gmail.com, Fayoum ,Smartphone,4,2273.56,2026-05-01,Credit Card,Pending
ORD003062,C0162,rana abdel,rana.abdel7@yahoo.com,port said,Cable,4,2377.79,2026-01-10,Mobile Wallet,Returned
ORD007394,C0395,Mona Abdel,mona.abdel68@gmail.com,MANSOURA,Headphones,5,1062.65,2026-03-09,Credit Card,Delivered
ORD001923,C0437,Mariam Hassan,mariam.hassan93@gmail.com,alexandria,Smart Watch,3,3593.65,2026-05-17,Credit Card,Returned
ORD006108,C0216,Mohamed  Kamal ,mohamed.kamal32@gmail.com,DAMANHUR,Cable,3,2979.96,2026-04-11,Mobile Wallet,Cancelled
ORD007845,C0013,Amr  Saeed ,amr.saeed82@gmail.com, Luxor ,Case,5,784.42,2026-08-08,Mobile Wallet,Pending
ORD004801,C0405,Fatma  Salem ,fatma.salem48@gmail.com, Luxor ,Tablet,3,2184.82,2026-08-22,Cash,Cancelled
ORD004442,C0312,Tarek Rizk,tarek.rizk61@yahoo.com,  Tanta,Smart Watch,8,4225.46,2026-08-10,Cash,Pending
ORD002955,C0062,sara salem,sara.salem36@yahoo.com,SHARM EL SHEIKH,Case,1,1355.17,2026-08-04,Mobile Wallet,Cancelled
ORD002130,C0111, Mohamed Mostafa,mohamed.mostafa84@yahoo.com,Alexandria,Smartphone,7,3406.2,2026-01-08,Cash,Returned
ORD006516,C0445,fatma kamal,fatma.kamal98@gmail.com,luxor,Cable,2,4561.61,2026-04-03,Credit Card,Cancelled
ORD003786,C0034,Ahmed Hassan,ahmed.hassan30@yahoo.com,  Cairo,Mouse,10,985.05,2026-07-14,Cash,Cancelled
ORD007769,C0207,sara salem,sara.salem90@gmail.com,SUEZ,Mouse,6,,2026-03-12,Mobile Wallet,Returned
ORD007894,C0135,Salma Ahmed,salma.ahmed25@yahoo.com,port said,Power Bank,4,1406.85,2026-05-26,Cash,Returned
ORD001053,C0231,Tarek Saeed,tarek.saeed41@gmail.com,ASWAN,Tablet,5,1076.49,2026-01-12,Credit Card,Delivered
ORD006227,C0088,Amr Saeed,amr.saeed25@gmail.com,  Port Said,Laptop,10,2888.19,2026-01-22,Credit Card,Cancelled
ORD008849,C0393,mohamed rizk,mohamed.rizk64@yahoo.com,HURGHADA,Mouse,7,4806.28,2026-03-07,Mobile Wallet,Cancelled
ORD000100,C0102,mona kamal,mona.kamal54@gmail.com,  Zagazig,Power Bank,8,4056.03,2026-01-24,Credit Card,Delivered
ORD006671,C0002,Rana Hassan,rana.hassan55@yahoo.com,giza,Smartphone,5,2663.73,2026-01-28,Cash,Returned
ORD001457,C0214,Mohamed  Saeed ,mohamed.saeed25@gmail.com, Ismailia ,Speaker,N/A,1540.26,2026-01-22,Credit Card,Returned
ORD007999,C0294, Mahmoud Mostafa,mahmoud.mostafa50@gmail.com,PORT SAID,Case,5,,2026-06-04,Cash,Cancelled
ORD000813,C0448, Dina Ahmed,dina.ahmed26@gmail.com, Port Said ,Cable,3,1340.37,2026-06-25,Mobile Wallet,Cancelled
ORD001093,C0284,amr ibrahim,,Aswan,Cable,N/A,1323.59,2026-04-29,Credit Card,Returned
ORD004398,C0075,Mohamed Hassan,mohamed.hassan56@gmail.com,Sharm El Sheikh,Power Bank,6,3897.12,2026-08-17,Credit Card,Delivered
ORD005080,C0013,Amr  Saeed ,amr.saeed82@gmail.com, Luxor ,Power Bank,2,4783.12,2026-06-23,Cash,Pending
ORD007199,C0150,Dina Hassan,dina.hassan29@gmail.com,  Aswan,Camera,7,1148.99,2026-04-02,Credit Card,Delivered
ORD004449,C0234,Rana Ibrahim,rana.ibrahim72@gmail.com,Mansoura,Laptop,N/A,3518.94,2026-04-28,Mobile Wallet,Delivered
ORD006423,C0433,Ali Kamal,ali.kamal61@yahoo.com, Luxor ,Cable,8,4766.63,2026-03-26,Credit Card,Returned
ORD006730,C0229,Fatma Kamal,fatma.kamal84@gmail.com,Damanhur,Case,8,327.09,2026-04-09,Mobile Wallet,Pending
ORD005251,C0452,Heba Ali,heba.ali83@gmail.com,ZAGAZIG,Screen Protector,7,2470.83,2026-03-18,Mobile Wallet,Delivered
ORD001415,C0469, Sara Ahmed,sara.ahmed73@yahoo.com,  Port Said,Tablet,4,4587.65,2026-04-09,Credit Card,Pending
ORD000541,C0192,tarek rizk,tarek.rizk14@yahoo.com, Damanhur ,Case,1,3900.06,2026-08-22,Cash,Returned
ORD006709,C0255,dina farouk,dina.farouk91@gmail.com,HURGHADA,Smartphone,1,2131.45,2026-05-25,Credit Card,Cancelled
ORD004140,C0038,fatma hassan,fatma.hassan46@gmail.com,  Ismailia,Tablet,10,595.72,2026-04-22,Mobile Wallet,Cancelled
ORD005658,C0224,mahmoud ahmed,mahmoud.ahmed83@gmail.com,ALEXANDRIA,Mouse,3,1027.52,2026-05-25,Credit Card,Returned
ORD009540,C0098, Omar Ali,omar.ali50@gmail.com,LUXOR,Tablet,3,1659.34,2026-07-05,Mobile Wallet,Pending
ORD000755,C0378,Khaled  Nasser ,khaled.nasser87@gmail.com, Aswan ,Laptop,2,2515.77,2026-01-07,Cash,Returned
ORD003406,C0004, Rana Saeed,rana.saeed58@gmail.com,Cairo,Keyboard,8,3609.93,2026-07-24,Mobile Wallet,Pending
ORD007111,C0152,Mona Abdel,mona.abdel60@gmail.com,suez,Cable,9,4058.16,2026-03-31,Cash,Cancelled
ORD004701,C0052,Youssef Farouk,youssef.farouk41@gmail.com,luxor,Monitor,8,,2026-05-05,Mobile Wallet,Delivered
ORD009712,C0138,Heba Hassan,heba.hassan74@yahoo.com,fayoum,Case,N/A,3508.31,2026-05-25,Mobile Wallet,Returned
ORD004166,C0259, Khaled Kamal,khaled.kamal10@gmail.com,  Giza,Laptop,4,258.21,2026-06-13,Cash,Delivered
ORD004583,C0351,Nour Abdel,nour.abdel35@gmail.com, Mansoura ,Case,6,3018.52,2026-02-10,Mobile Wallet,Returned
ORD007108,C0489,Mona Mostafa,mona.mostafa89@yahoo.com,Sharm El Sheikh,Mouse,6,1581.18,2026-03-07,Cash,Delivered
ORD003012,C0177, Tarek Salem,tarek.salem64@gmail.com,mansoura,Tablet,6,4833.48,2026-04-01,Mobile Wallet,Pending
ORD005274,C0162,rana abdel,rana.abdel7@yahoo.com,port said,Screen Protector,2,,2026-07-16,Cash,Returned
ORD008242,C0008,Tarek Hassan,tarek.hassan38@gmail.com,port said,Headphones,5,2941.52,2026-05-11,Mobile Wallet,Pending
ORD008650,C0074,Khaled Ibrahim,khaled.ibrahim34@yahoo.com, Aswan ,Tablet,9,3591.7,2026-06-16,Mobile Wallet,Cancelled
ORD005618,C0246,sara ahmed,sara.ahmed85@gmail.com,ismailia,Tablet,9,335.89,2026-01-03,Cash,Delivered
ORD002508,C0303, Youssef Saeed,youssef.saeed86@gmail.com,ZAGAZIG,Case,6,2745.28,2026-02-07,Credit Card,Cancelled
ORD008786,C0165,Heba Hassan,heba.hassan81@gmail.com,Aswan,Smart Watch,9,2269.25,2026-07-15,Mobile Wallet,Returned
ORD004790,C0196,Salma  Kamal ,salma.kamal29@gmail.com,ASWAN,Cable,3,673.16,2026-03-08,Mobile Wallet,Pending
ORD000602,C0155,Nour Salem,nour.salem76@gmail.com,  Aswan,Monitor,9,1206.62,2026-06-24,Mobile Wallet,Returned
ORD007916,C0180,omar hassan,omar.hassan34@gmail.com,Suez,Camera,5,2726.26,2026-06-13,Cash,Cancelled
ORD009099,C0281,Omar  Hassan ,omar.hassan13@gmail.com,  Zagazig,Smart Watch,N/A,4808.59,2026-06-02,Cash,Returned
ORD005119,C0027,Ahmed  Hassan ,ahmed.hassan40@yahoo.com,Aswan,Screen Protector,2,2506.99,2026-07-08,Credit Card,Delivered
ORD005682,C0146,Nour Ali,nour.ali10@yahoo.com,SUEZ,Monitor,9,541.73,2026-07-13,Credit Card,Returned
ORD004113,C0284,amr ibrahim,amr.ibrahim47@gmail.com,Aswan,Smartphone,6,2410.11,2026-01-15,Credit Card,Delivered
ORD007448,C0267,Sara Salem,sara.salem79@gmail.com,  Port Said,Keyboard,10,154.01,2026-07-12,Mobile Wallet,Pending
ORD001045,C0310,sara osman,sara.osman5@yahoo.com,Alexandria,Case,4,2652.99,2026-08-22,Mobile Wallet,Returned
ORD007627,C0456,Heba Ibrahim,heba.ibrahim69@gmail.com,cairo,Laptop,9,1163.65,2026-01-14,Cash,Cancelled
ORD001558,C0391,Mona Salem,mona.salem99@yahoo.com, Damanhur ,Charger,2,4778.14,2026-08-28,Cash,Returned
ORD004032,C0020, Fatma Ali,fatma.ali88@gmail.com, Alexandria ,Power Bank,8,1543.24,2026-01-29,Mobile Wallet,Returned
ORD007455,C0058,Ahmed Salem,ahmed.salem39@gmail.com, Giza ,Keyboard,1,2421.06,2026-08-08,Cash,Returned
ORD000181,C0260, Mahmoud Nasser,mahmoud.nasser45@gmail.com, Mansoura ,Smart Watch,3,4211.16,2026-08-13,Mobile Wallet,Pending
ORD002116,C0103, Salma Sayed,salma.sayed63@yahoo.com,Ismailia,Case,10,3691.73,2026-03-18,Mobile Wallet,Pending
ORD001700,C0159,ali mostafa,ali.mostafa89@gmail.com,suez,Case,3,4017.37,2026-04-28,Credit Card,Pending
ORD001380,C0179,fatma nasser,fatma.nasser2@gmail.com,SUEZ,Cable,9,3277.03,2026-04-30,Mobile Wallet,Returned
ORD005973,C0356, Mahmoud Abdel,mahmoud.abdel28@gmail.com,alexandria,Headphones,6,4385.68,2026-02-13,Mobile Wallet,Delivered
ORD007519,C0236,Salma  Ahmed ,salma.ahmed14@gmail.com,LUXOR,Keyboard,1,364.41,2026-04-05,Cash,Pending
ORD006290,C0415, Ahmed Osman,ahmed.osman75@yahoo.com,  Suez,Screen Protector,10,3151.95,2026-03-04,Mobile Wallet,Returned
ORD000619,C0468,Ahmed Mohamed,,Suez,Monitor,5,561.27,2026-01-19,Cash,Cancelled
ORD005911,C0188,Heba Sayed,heba.sayed19@yahoo.com,ASWAN,Keyboard,8,2877.56,2026-02-04,Cash,Returned
ORD002305,C0491, Youssef Kamal,youssef.kamal42@gmail.com,Suez,Power Bank,10,4347.26,2026-02-17,Cash,Pending
ORD001601,C0279,Mahmoud Mostafa,mahmoud.mostafa47@gmail.com,LUXOR,Monitor,5,527.84,2026-01-29,Credit Card,Returned
ORD006210,C0481,Tarek  Ibrahim ,tarek.ibrahim53@gmail.com,Giza,Smart Watch,5,2671.52,2026-03-07,Cash,Returned
ORD001616,C0482, Rana Sayed,rana.sayed74@gmail.com, Port Said ,Laptop,1,4235.14,2026-07-13,Mobile Wallet,Delivered
ORD006164,C0362,omar hassan,omar.hassan48@gmail.com, Sharm El Sheikh ,Headphones,8,3732.58,2026-02-09,Cash,Returned
ORD000439,C0453,Mohamed Rizk,,Cairo,Smartphone,3,3972.68,2026-05-21,Credit Card,Cancelled
ORD004148,C0007,Salma Ahmed,salma.ahmed94@gmail.com,Mansoura,Mouse,4,2064.63,2026-02-26,Mobile Wallet,Pending
ORD002084,C0187,Ali Ali,ali.ali79@gmail.com,Aswan,Screen Protector,1,2395.05,2026-02-27,Mobile Wallet,Delivered
ORD003266,C0432,mahmoud mostafa,mahmoud.mostafa53@yahoo.com, Port Said ,Camera,1,936.79,2026-01-19,Credit Card,Returned
ORD003317,C0008,Tarek Hassan,tarek.hassan38@gmail.com,port said,Screen Protector,5,516.75,2026-07-03,Cash,Delivered
ORD009664,C0086, Sara Rizk,sara.rizk87@gmail.com,Luxor,Cable,9,4298.35,2026-07-04,Cash,Cancelled
ORD004771,C0065,Rana  Ibrahim ,rana.ibrahim75@gmail.com,Ismailia,Headphones,N/A,3539.91,2026-05-25,Credit Card,Delivered
ORD005107,C0326,Tarek  Mostafa ,tarek.mostafa32@gmail.com, Cairo ,Smartphone,3,2357.75,2026-05-15,Cash,Delivered
ORD007085,C0357,mohamed ahmed,mohamed.ahmed77@gmail.com,Fayoum,Smartphone,2,4946.58,2026-06-01,Credit Card,Cancelled
ORD008367,C0330,ali sayed,ali.sayed12@gmail.com,Sharm El Sheikh,Power Bank,8,4945.48,2026-04-09,Credit Card,Delivered
ORD007742,C0240,Ahmed  Farouk ,ahmed.farouk4@yahoo.com,  Hurghada,Smartphone,10,2137.3,2026-03-22,Credit Card,Returned
ORD008498,C0233,Sara Saeed,sara.saeed96@gmail.com,mansoura,Tablet,4,3697.25,2026-01-31,Mobile Wallet,Delivered
ORD001919,C0136,Ali Ahmed,ali.ahmed91@gmail.com,Hurghada,Screen Protector,8,1785.44,2026-07-26,Credit Card,Cancelled
ORD008494,C0450,hassan kamal,hassan.kamal93@gmail.com,FAYOUM,Smartphone,4,1036.51,2026-04-19,Credit Card,Delivered
ORD005943,C0241,Khaled Mostafa,khaled.mostafa24@gmail.com,DAMANHUR,Smartphone,2,4035.76,2026-01-31,Mobile Wallet,Returned
ORD005610,C0492,Mariam Hassan,mariam.hassan26@gmail.com,  Zagazig,Charger,2,3514.42,2026-02-23,Cash,Returned
ORD006866,C0149,Nour  Sayed ,nour.sayed81@gmail.com,Luxor,Smartphone,1,1626.33,2026-07-10,Mobile Wallet,Returned
ORD006600,C0278,Omar Salem,omar.salem12@gmail.com,  Suez,Power Bank,10,528.03,2026-01-14,Mobile Wallet,Delivered
ORD002055,C0326,Tarek  Mostafa ,tarek.mostafa32@gmail.com, Cairo ,Screen Protector,10,1518.76,2026-04-16,Mobile Wallet,Cancelled
ORD002486,C0319,ali osman,ali.osman45@gmail.com,Port Said,Headphones,9,4165.39,2026-03-16,Mobile Wallet,Delivered
ORD009397,C0201,Heba  Kamal ,heba.kamal96@gmail.com,  Giza,Headphones,7,3042.94,2026-01-18,Mobile Wallet,Delivered
ORD002363,C0070, Nour Ahmed,nour.ahmed90@yahoo.com,  Cairo,Mouse,10,2087.14,2026-05-29,Credit Card,Cancelled
ORD002226,C0161,fatma kamal,fatma.kamal66@gmail.com,Cairo,Keyboard,7,1407.0,2026-07-03,Credit Card,Pending
ORD008023,C0020, Fatma Ali,fatma.ali88@gmail.com, Alexandria ,Case,3,1687.33,2026-01-25,Credit Card,Delivered
ORD001127,C0179,fatma nasser,fatma.nasser2@gmail.com,SUEZ,Mouse,8,4935.01,2026-08-08,Mobile Wallet,Delivered
ORD006334,C0289,Salma  Ali ,salma.ali7@gmail.com,PORT SAID,Cable,6,2375.44,2026-03-23,Cash,Cancelled
ORD009539,C0251,Mona Mostafa,mona.mostafa1@gmail.com,Ismailia,Cable,2,135.35,2026-05-02,Cash,Pending
ORD008270,C0078, Rana Salem,rana.salem47@gmail.com,SHARM EL SHEIKH,Camera,9,323.05,2026-01-07,Mobile Wallet,Pending
ORD009943,C0265,Hassan Farouk,hassan.farouk46@gmail.com,  Hurghada,Power Bank,N/A,4596.02,2026-06-13,Mobile Wallet,Returned
ORD001323,C0380,Nour  Ahmed ,nour.ahmed91@yahoo.com,FAYOUM,Case,4,3513.74,2026-05-24,Cash,Pending
ORD001604,C0397,ali osman,ali.osman83@yahoo.com, Tanta ,Power Bank,8,4208.6,2026-08-10,Credit Card,Returned
ORD005744,C0075,Mohamed Hassan,mohamed.hassan56@gmail.com,Sharm El Sheikh,Screen Protector,2,3546.01,2026-02-28,Cash,Pending
ORD007720,C0011,Mariam  Ali ,mariam.ali46@yahoo.com,  Aswan,Case,3,1501.75,2026-06-27,Credit Card,Returned
ORD005971,C0496,dina kamal,dina.kamal10@gmail.com,fayoum,Laptop,3,4005.41,2026-02-04,Cash,Cancelled
ORD008337,C0354, Yasmin Kamal,yasmin.kamal64@gmail.com,  Ismailia,Charger,2,4624.79,2026-01-04,Credit Card,Delivered
ORD004585,C0362,omar hassan,omar.hassan48@gmail.com, Sharm El Sheikh ,Charger,5,4855.13,2026-04-09,Mobile Wallet,Pending
ORD005205,C0365,heba nasser,heba.nasser20@gmail.com,Zagazig,Tablet,10,4248.3,2026-06-26,Cash,Cancelled
ORD008869,C0032,Amr Sayed,amr.sayed58@yahoo.com, Luxor ,Laptop,10,4282.05,2026-03-17,Cash,Delivered
ORD009531,C0353, Nour Rizk,nour.rizk42@gmail.com,Sharm El Sheikh,Smart Watch,6,127.27,2026-07-30,Cash,Pending
ORD002565,C0369,Dina  Farouk ,dina.farouk93@gmail.com, Cairo ,Charger,8,2499.75,2026-05-17,Credit Card,Returned
ORD009560,C0043, Ahmed Hassan,ahmed.hassan22@gmail.com,fayoum,Tablet,8,2909.14,2026-01-21,Mobile Wallet,Delivered
ORD001560,C0338,Rana Salem,rana.salem24@gmail.com,mansoura,Speaker,9,,2026-03-10,Cash,Cancelled
ORD004869,C0298, Ahmed Ahmed,ahmed.ahmed20@gmail.com,ZAGAZIG,Smartphone,5,1155.84,2026-02-10,Mobile Wallet,Cancelled
ORD002895,C0490,Ali  Saeed ,ali.saeed38@gmail.com,FAYOUM,Screen Protector,8,544.47,2026-04-24,Mobile Wallet,Pending
ORD005485,C0170,Yasmin Sayed,yasmin.sayed66@gmail.com,MANSOURA,Headphones,2,982.67,2026-01-31,Mobile Wallet,Cancelled
ORD002738,C0258,mahmoud hassan,mahmoud.hassan40@gmail.com, Luxor ,Camera,4,1366.3,2026-04-13,Mobile Wallet,Pending
ORD006830,C0302,omar ahmed,omar.ahmed1@gmail.com,Aswan,Laptop,6,1468.93,2026-07-09,Cash,Returned
ORD008547,C0347,heba mohamed,heba.mohamed39@gmail.com,ALEXANDRIA,Cable,1,1129.44,2026-03-26,Mobile Wallet,Cancelled
ORD001355,C0465,Mahmoud Sayed,mahmoud.sayed30@yahoo.com,DAMANHUR,Screen Protector,7,87.65,2026-04-06,Cash,Cancelled
ORD000046,C0220,Omar  Ibrahim ,omar.ibrahim31@gmail.com,CAIRO,Charger,2,3533.31,2026-01-01,Cash,Returned
ORD003003,C0418,dina mostafa,dina.mostafa58@gmail.com, Port Said ,Tablet,8,4665.52,2026-01-17,Cash,Cancelled
ORD000749,C0062,sara salem,sara.salem36@yahoo.com,SHARM EL SHEIKH,Tablet,7,2033.09,2026-06-01,Cash,Pending
ORD008890,C0478,Amr  Mostafa ,amr.mostafa14@yahoo.com, Tanta ,Tablet,7,2993.05,2026-08-06,Cash,Pending
ORD006163,C0405,Fatma  Salem ,fatma.salem48@gmail.com, Luxor ,Mouse,1,256.79,2026-08-26,Mobile Wallet,Pending
ORD005813,C0275,Mona Ahmed,mona.ahmed20@gmail.com,  Damanhur,Mouse,8,4883.58,2026-07-26,Mobile Wallet,Cancelled
ORD004844,C0195,salma osman,salma.osman37@gmail.com,  Luxor,Monitor,3,2643.83,2026-01-04,Credit Card,Pending
ORD007617,C0238,Rana Mostafa,rana.mostafa98@yahoo.com, Luxor ,Speaker,6,1942.95,2026-03-26,Cash,Cancelled
ORD004760,C0183,Nour  Salem ,nour.salem30@gmail.com,Ismailia,Tablet,7,3420.68,2026-05-27,Credit Card,Cancelled
ORD009017,C0253,Rana  Rizk ,rana.rizk10@gmail.com,Alexandria,Mouse,8,55.15,2026-08-09,Credit Card,Delivered
ORD007459,C0312,Tarek Rizk,tarek.rizk61@yahoo.com,  Tanta,Mouse,4,564.35,2026-05-28,Credit Card,Returned
ORD002252,C0231,Tarek Saeed,tarek.saeed41@gmail.com,ASWAN,Screen Protector,10,3963.1,2026-07-11,Cash,Cancelled
ORD009001,C0498,Rana  Ibrahim ,rana.ibrahim90@gmail.com, Zagazig ,Case,1,4344.87,2026-03-13,Cash,Returned
ORD002761,C0217,Yasmin Hassan,,  Luxor,Charger,1,1173.99,2026-06-02,Mobile Wallet,Returned
ORD005837,C0482, Rana Sayed,rana.sayed74@gmail.com, Port Said ,Camera,2,1677.26,2026-04-21,Mobile Wallet,Cancelled
ORD009299,C0320,Salma  Saeed ,salma.saeed82@gmail.com,ALEXANDRIA,Smartphone,9,1791.58,2026-03-20,Mobile Wallet,Returned
ORD004477,C0155,Nour Salem,nour.salem76@gmail.com,  Aswan,Smart Watch,6,2331.87,2026-08-15,Credit Card,Pending
ORD003946,C0069, Dina Ibrahim,dina.ibrahim95@gmail.com,SUEZ,Screen Protector,1,1483.09,2026-05-30,Credit Card,Cancelled
ORD004919,C0228,Tarek Farouk,tarek.farouk38@gmail.com,Ismailia,Speaker,2,597.71,2026-08-15,Cash,Returned
ORD004853,C0191,Dina  Osman ,dina.osman59@gmail.com,Luxor,Smartphone,9,1721.25,2026-05-06,Cash,Delivered
ORD004128,C0359,mariam kamal,mariam.kamal47@yahoo.com,alexandria,Mouse,7,1499.54,2026-04-21,Credit Card,Pending
ORD009833,C0327,Ali Abdel,ali.abdel50@gmail.com,Mansoura,Screen Protector,4,348.36,2026-06-08,Mobile Wallet,Returned
ORD009670,C0003,Yasmin Mohamed,yasmin.mohamed78@yahoo.com,Luxor,Headphones,9,2185.16,2026-06-14,Credit Card,Returned
ORD000665,C0214,Mohamed  Saeed ,mohamed.saeed25@gmail.com, Ismailia ,Laptop,1,4956.8,2026-07-07,Mobile Wallet,Delivered
ORD002485,C0249,Mahmoud  Salem ,mahmoud.salem6@yahoo.com,ALEXANDRIA,Charger,8,2151.14,2026-05-24,Mobile Wallet,Pending
ORD007542,C0347,heba mohamed,heba.mohamed39@gmail.com,ALEXANDRIA,Speaker,9,3810.49,2026-05-13,Credit Card,Delivered
ORD006766,C0273,mona saeed,mona.saeed44@gmail.com,alexandria,Monitor,7,2473.62,2026-03-23,Mobile Wallet,Delivered
ORD009794,C0493,Ali Salem,ali.salem4@gmail.com,  Ismailia,Power Bank,N/A,1487.31,2026-08-07,Mobile Wallet,Delivered
ORD003300,C0491, Youssef Kamal,youssef.kamal42@gmail.com,Suez,Keyboard,4,1707.07,2026-08-12,Mobile Wallet,Cancelled
ORD000676,C0239,Dina Rizk,dina.rizk99@gmail.com,damanhur,Camera,1,1859.58,2026-02-14,Mobile Wallet,Delivered
ORD003039,C0290,Rana Sayed,rana.sayed92@gmail.com,Mansoura,Case,6,1683.24,2026-03-11,Cash,Delivered
ORD003583,C0059,Omar Ahmed,omar.ahmed14@gmail.com,  Mansoura,Laptop,10,1331.93,2026-07-02,Cash,Returned
ORD007173,C0047,Youssef Osman,youssef.osman8@gmail.com,ALEXANDRIA,Cable,7,3380.07,2026-06-13,Credit Card,Delivered
ORD001963,C0022,Ahmed Salem,ahmed.salem88@gmail.com,  Aswan,Keyboard,1,4587.22,2026-08-24,Credit Card,Delivered
ORD001841,C0274,Khaled  Hassan ,khaled.hassan13@gmail.com,  Port Said,Camera,1,3908.34,2026-05-19,Credit Card,Delivered
ORD004383,C0482, Rana Sayed,rana.sayed74@gmail.com, Port Said ,Power Bank,1,2191.71,2026-05-07,Cash,Cancelled
ORD007066,C0246,sara ahmed,sara.ahmed85@gmail.com,ismailia,Laptop,9,4875.98,2026-05-24,Credit Card,Pending
